,eda_scl_mean,eda_scl_std,eda_scl_min,eda_scl_max,eda_scl_range,eda_scl_slope,eda_scl_auc,eda_scr_count,eda_scr_rate,eda_scr_amp_sum,eda_phasic_mean,eda_phasic_std,eda_phasic_max,eda_phasic_auc,eda_phasic_energy
eda_scl_mean,0.0,0.6381183724121149,0.9999828017327705,0.9999830658999481,0.6382334440688343,0.049906353132430296,0.9999999999999694,0.054766645128606045,0.05476664512860606,0.2900523714418251,0.6377607441061974,0.629881159987443,0.6300666262352106,0.6378298935106859,0.5690730248744186
eda_scl_std,0.6381183724121149,0.0,0.6335923142251426,0.6425879321142783,0.9999987194065548,0.5534541957121342,0.638118358547274,0.5742068142856515,0.5742068142856517,0.797657250524122,0.9985783418185383,0.9988038570683789,0.9987691719719073,0.9985507031621677,0.953337677278061
eda_scl_min,0.9999828017327705,0.6335923142251426,0.0,0.9999317495034984,0.6337078880205813,0.045934578086284414,0.9999828018173614,0.05065892696639831,0.05065892696639836,0.2853837873074429,0.6332454504964568,0.6253281153693735,0.625514396223985,0.6333151231090858,0.5645712894778752
eda_scl_max,0.9999830658999481,0.6425879321142783,0.9999317495034984,0.0,0.6427024112277339,0.053850901358343695,0.9999830657764968,0.058844176036109815,0.0588441760361098,0.2946804397300374,0.6422221510270488,0.6343850257432762,0.6345693427543915,0.6422907262152651,0.5735269215787818
eda_scl_range,0.6382334440688343,0.9999987194065548,0.6337078880205813,0.6427024112277339,0.0,0.5534768490494691,0.638233430347847,0.5742983258165582,0.5742983258165583,0.7976949327548114,0.998524774574617,0.9987826185159895,0.9987714768351256,0.9984965782137863,0.9533000806439121
eda_scl_slope,0.049906353132430296,0.5534541957121342,0.045934578086284414,0.053850901358343695,0.5534768490494691,0.0,0.04990633304733249,0.8984395191296242,0.8984395191296249,0.9396120372989668,0.5519243811675071,0.560100820106613,0.5616542692525819,0.5517991115785307,0.6863440691369289
eda_scl_auc,0.9999999999999694,0.638118358547274,0.9999828018173614,0.9999830657764968,0.638233430347847,0.04990633304733249,0.0,0.05476662738242346,0.05476662738242349,0.2900523488611873,0.6377607263103278,0.6298811346252121,0.6300666014024657,0.637829875799397,0.5690730014333962
eda_scr_count,0.054766645128606045,0.5742068142856515,0.05065892696639831,0.058844176036109815,0.5742983258165582,0.8984395191296242,0.05476662738242346,0.0,0.9999999999999997,0.8903111504024104,0.5706119418869845,0.579738470140847,0.5823677359425171,0.5704672158015994,0.6056355197540079
eda_scr_rate,0.05476664512860606,0.5742068142856517,0.05065892696639836,0.0588441760361098,0.5742983258165583,0.8984395191296249,0.05476662738242349,0.9999999999999997,0.0,0.8903111504024104,0.5706119418869846,0.5797384701408467,0.5823677359425173,0.5704672158015993,0.605635519754008
eda_scr_amp_sum,0.2900523714418251,0.797657250524122,0.2853837873074429,0.2946804397300374,0.7976949327548114,0.9396120372989668,0.2900523488611873,0.8903111504024104,0.8903111504024104,0.0,0.7956279669396844,0.8023885008816517,0.8039332829704711,0.7955134182896736,0.8722488879353197
eda_phasic_mean,0.6377607441061974,0.9985783418185383,0.6332454504964568,0.6422221510270488,0.998524774574617,0.5519243811675071,0.6377607263103278,0.5706119418869845,0.5706119418869846,0.7956279669396844,0.0,0.9980647142881546,0.997369221450925,0.9999997109670914,0.9535197589840557
eda_phasic_std,0.629881159987443,0.9988038570683789,0.6253281153693735,0.6343850257432762,0.9987826185159895,0.560100820106613,0.6298811346252121,0.579738470140847,0.5797384701408467,0.8023885008816517,0.9980647142881546,0.0,0.9997095149198311,0.9980200538692259,0.9553168729178028
eda_phasic_max,0.6300666262352106,0.9987691719719073,0.625514396223985,0.6345693427543915,0.9987714768351256,0.5616542692525819,0.6300666014024657,0.5823677359425171,0.5823677359425173,0.8039332829704711,0.997369221450925,0.9997095149198311,0.0,0.997314105964622,0.954789119054033
eda_phasic_auc,0.6378298935106859,0.9985507031621677,0.6333151231090858,0.6422907262152651,0.9984965782137863,0.5517991115785307,0.637829875799397,0.5704672158015994,0.5704672158015993,0.7955134182896736,0.9999997109670914,0.9980200538692259,0.997314105964622,0.0,0.9534786638016869
eda_phasic_energy,0.5690730248744186,0.953337677278061,0.5645712894778752,0.5735269215787818,0.9533000806439121,0.6863440691369289,0.5690730014333962,0.6056355197540079,0.605635519754008,0.8722488879353197,0.9535197589840557,0.9553168729178028,0.954789119054033,0.9534786638016869,0.0
