feature,pca_energy_score
ppg_red_clearance_factor,0.19727248371301062
ppg_red_shape_factor,0.19442062685769135
ppg_red_impulse_factor,0.19201711614595154
ppg_red_diff_std,0.19138846422402453
ppg_red_ddx_std,0.19003694257431866
ppg_red_dx_kurtosis,0.18919481655610484
ppg_red_ddx_kurtosis,0.1870739237170502
ppg_red_ddx_mean,0.18345201509360923
ppg_red_p1,0.1819059917961887
ppg_red_crest_factor,0.17274488468498742
ppg_red_p99,0.1715912124889528
ppg_red_tke_mean_abs,0.16709291619524452
ppg_red_iqr,0.1643815105856603
ppg_red_min,0.16385975548243142
ppg_red_tke_std,0.15953239314315615
ppg_red_zcr,0.15175456332813353
ppg_red_mean_cross_rate,0.14956858256986885
ppg_red_median,0.14115049243071962
ppg_red_trim_mean_10,0.13693560605860816
ppg_red_mean,0.13000083291502762
ppg_red_skew,0.12974071659288244
